filename,created_at,taxon,taxon_original,method,habit,root_system,height_min,height_low,height_high,height_max,height_unit,inflorescence_type,inflorescence_shape,inflorescence_length_min,inflorescence_length_low,inflorescence_length_high,inflorescence_length_max,inflorescence_length_unit,inflorescence_width_min,inflorescence_width_low,inflorescence_width_high,inflorescence_width_max,inflorescence_width_unit,inflorescence_peduncle_length_min,inflorescence_peduncle_length_low,inflorescence_peduncle_length_high,inflorescence_peduncle_length_max,inflorescence_peduncle_length_unit,flower_merosity,pedicel_length_min,pedicel_length_low,pedicel_length_high,pedicel_length_max,pedicel_length_unit,pedicel_width_min,pedicel_width_low,pedicel_width_high,pedicel_width_max,pedicel_width_unit,bisexual_flowers_presence,male_flowers_presence,heteromorphic_flower_presence,sterile_flower_presence,calyx_shape,calyx_length_min,calyx_length_low,calyx_length_high,calyx_length_max,calyx_length_unit,calyx_lobe_length_min,calyx_lobe_length_low,calyx_lobe_length_high,calyx_lobe_length_max,calyx_lobe_length_unit.,corolla_length_min,corolla_length_low,corolla_length_high,corolla_length_max,corolla_length_unit,corolla_lobe_length_min,corolla_lobe_length_low,corolla_lobe_length_high,corolla_lobe_length_max,corolla_lobe_length_unit,corolla_lobe_width_min,corolla_lobe_width_low,corolla_lobe_width_high,corolla_lobe_width_max,corolla_lobe_width_unit,stamen_count,filament_length_min,filament_length_low,filament_length_high,filament_length_max,filament_length_unit,filament_color,anther_gland_presence,stemonozone_presence,stamen_tube_presence,staminal_tube_presence,intrastaminal_nectary_presence,nectary_presence,obs
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0349.txt,2025-10-03T00:53:17.696170,Acacia_ericksoniae,Acacia ericksoniae,automatic,shrub,NA,0.2,NA,0.6,NA,m,1-headed racemes,globular,NA,NA,NA,0.5,mm,3,3,4,4,mm,2,NA,5,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0350.txt,2025-10-03T00:53:52.452391,Acacia_bidentata,Acacia bidentata,automatic,shrub,NA,NA,NA,0.5,1,m,racemes,NA,NA,NA,2,NA,mm,NA,NA,NA,NA,NA,3,NA,10,NA,mm,S-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0351.txt,2025-10-03T00:54:27.067224,Acacia_orbifolia,Acacia orbifolia,automatic,shrub,NA,0.5,NA,1.8,NA,m,racemes,globular,NA,NA,4,NA,mm,5.5,NA,7.5,NA,mm,10,NA,26,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0352.txt,2025-10-03T00:55:02.487437,Acacia_aristulata,Acacia aristulata,automatic,Shrub,NA,NA,NA,1,NA,m,1-headed racemes,globular,NA,NA,0.5,NA,mm,5,5,6,6,mm,10,NA,20,NA,mm,5-merous,NA,10,20,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0353.txt,2025-10-03T00:55:37.643061,Acacia_improcera,Acacia improcera,automatic,shrub,NA,NA,0.15,0.4,NA,m,rudimentary 1-headed racemes,globular,NA,NA,0.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0354.txt,2025-10-03T00:56:13.607768,Acacia_erinacea,Acacia erinacea,automatic,shrub,NA,0.3,NA,1,2,m,rudimentary racemes,globular,NA,NA,0.5,NA,mm,NA,NA,NA,NA,NA,4,NA,12,NA,mm,5-merous,NA,4,12,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0355.txt,2025-10-03T00:56:48.285871,Acacia_ulicina,Acacia ulicina,automatic,shrub,NA,NA,0.3,1,NA,m,racemes,globular to shortly obloid,NA,NA,0.5,NA,mm,4.5,NA,5.5,NA,mm,NA,4,10,NA,mm,5-merous,NA,4,10,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0356.txt,2025-10-03T00:57:21.927346,Acacia_spinosissima,Acacia spinosissima,automatic,shrub,NA,0.2,NA,1.5,NA,m,rudimentary 1-headed racemes,globular,NA,NA,0.5,NA,mm,NA,3,3.5,NA,mm,NA,4,12,NA,mm,5-merous,NA,4,12,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0357.txt,2025-10-03T00:57:57.275318,Acacia_rostellata,Acacia rostellata,automatic,shrub,NA,0.1,NA,0.5,NA,m,rudimentary 1-headed racemes,globular,NA,NA,1,NA,mm,3,3,4,4,mm,NA,4,10,NA,mm,5-merous,NA,4,10,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0358.txt,2025-10-03T00:58:31.670943,Acacia_jacksonioides,Acacia jacksonioides,automatic,shrubs,NA,0.2,NA,0.7,NA,m,racemes,globular,NA,NA,0.5,NA,mm,3.5,NA,4.5,NA,mm,3,NA,6,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0359.txt,2025-10-03T00:59:06.195496,Acacia_brachyclada,Acacia brachyclada,automatic,shrub,NA,0.2,NA,0.5,NA,m,simple,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0360.txt,2025-10-03T00:59:40.617337,Acacia_sorophylla,Acacia sorophylla,automatic,shrub,NA,0.1,NA,0.4,NA,m,heads,globular,NA,NA,NA,NA,NA,3,3,3.5,3.5,mm,NA,2,3.5,NA,mm,5-merous,NA,2,3.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0361.txt,2025-10-03T01:00:15.970434,Acacia_gregorii,Acacia gregorii,automatic,shrub,NA,NA,0.5,1,NA,m,simple or rudimentary 1-headed racemes,globular or obloid,NA,NA,NA,NA,NA,7,NA,8,NA,mm,5,NA,20,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0362.txt,2025-10-03T01:00:53.236449,Acacia_idiomorpha,Acacia idiomorpha,automatic,shrub,NA,NA,0.2,1,NA,m,simple,globular to slightly obloid,NA,5,8,NA,mm,NA,NA,NA,NA,NA,5,NA,25,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0363.txt,2025-10-03T01:01:30.463175,Acacia_crassistipula,Acacia crassistipula,automatic,shrub,NA,NA,0.15,0.5,NA,m,simple,globular to slightly obloid,NA,NA,NA,NA,NA,5,5,6,6,mm,NA,5,10,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0364.txt,2025-10-03T01:02:07.727851,Acacia_crispula,Acacia crispula,automatic,shrub,NA,NA,NA,0.3,NA,m,racemes,globular,0.5,NA,3,NA,mm,4,NA,4.5,NA,mm,NA,1,2.5,NA,cm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0365.txt,2025-10-03T01:02:44.976420,Acacia_shuttleworthii,Acacia shuttleworthii,automatic,Compact subshrub,NA,NA,NA,NA,NA,NA,simple,globular,NA,NA,NA,NA,NA,3.5,NA,4.5,NA,mm,3.5,3.5,6,6,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0366.txt,2025-10-03T01:03:19.917127,Acacia_delphina,Acacia delphina,automatic,Shrub,NA,0.5,NA,1,NA,m,simple,obloid to short-cylindrical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,mm,4-merous,NA,1,7,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0367.txt,2025-10-03T01:03:56.816380,Acacia_truncata,Acacia truncata,automatic,Shrub,NA,NA,0.5,2.3,NA,m,racemes,globular,0.5,0.5,1,1,mm,NA,NA,NA,NA,NA,10,NA,18,25,mm,4-merous,NA,10,18,25,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0368.txt,2025-10-03T01:04:33.539922,Acacia_trapezoidea,Acacia littorea,automatic,shrub,NA,NA,1,2,NA,m,racemes,globular,NA,NA,0.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-merous,NA,6,12,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0369.txt,2025-10-03T01:05:10.091225,Acacia_incrassata,Acacia incrassata,automatic,Subshrub,spreading by subterranean runners,NA,15,30,NA,cm,heads,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,NA,mm,4-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0370.txt,2025-10-03T01:05:46.757582,Acacia_chrysocephala,Acacia chrysocephala,automatic,subshrub,NA,NA,0.3,0.5,NA,m,heads,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,3,NA,mm,4-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0371.txt,2025-10-03T01:06:23.385765,Acacia_biflora,Acacia biflora,automatic,Shrub,NA,NA,0.3,0.6,NA,m,heads,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,mm,4-merous,NA,3,8,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0372.txt,2025-10-03T01:06:59.350705,Acacia_robiniae,Acacia robinae,automatic,shrub,NA,NA,NA,0.6,NA,m,simple,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,mm,4-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0373.txt,2025-10-03T01:07:36.255541,Acacia_phlebopetala,Acacia phlebopetala,automatic,Shrub,NA,0.4,NA,1,NA,m,simple,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12,NA,mm,4-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0374.txt,2025-10-03T01:08:11.752795,Acacia_phlebopetala_phlebopetala,Acacia phlebopetala var. phlebopetala,automatic,Shrub,NA,NA,0.4,0.6,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0375.txt,2025-10-03T01:08:48.616855,Acacia_phlebopetala_pubescens,Acacia phlebopetala var. pubescens,automatic,shrub,NA,NA,NA,1,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0376.txt,2025-10-03T01:09:24.377915,Acacia_divergens,Acacia divergens,automatic,shrub,NA,NA,NA,2.3,NA,m,simple,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,10,NA,mm,4-merous,NA,3.5,10,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0377.txt,2025-10-03T01:10:00.922336,Acacia_mooreana,Acacia mooreana,automatic,Shrub,NA,NA,0.31,0.31,NA,m,simple,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,mm,4-merous,NA,2,4,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0378.txt,2025-10-03T01:10:36.973546,Acacia_forrestiana,Acacia forrestiana,automatic,shrub,NA,NA,0.4,1,NA,m,heads,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0379.txt,2025-10-03T01:11:11.961473,Acacia_huegelii,Acacia huegelii,automatic,shrub,NA,NA,0.3,0.4,NA,m,simple,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,NA,mm,NA,NA,6,12,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0380.txt,2025-10-03T01:11:47.564566,Acacia_imparilis,Acacia imparilis,automatic,subshrub,NA,NA,NA,1,NA,m,simple,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,10,10,mm,4-merous,NA,7,10,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0381.txt,2025-10-03T01:12:23.276717,Acacia_hastulata,Acacia hastulata,automatic,shrub,NA,0.3,NA,2,NA,m,heads,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,mm,4-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cupular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0382.txt,2025-10-03T01:12:59.201647,Acacia_horridula,Acacia horridula,automatic,Shrub,NA,NA,NA,0.6,NA,m,simple,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,mm,4-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0383.txt,2025-10-03T01:13:34.984178,Acacia_pycnocephala,Acacia pycnocephala,automatic,shrub,NA,NA,0.3,0.6,NA,m,simple,globular,NA,1.5,3,NA,mm,NA,NA,NA,NA,NA,1.5,NA,3,NA,mm,4-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0384.txt,2025-10-03T01:14:10.388548,Acacia_inops,Acacia inops,automatic,Scrambling shrub,NA,NA,NA,NA,NA,NA,simple,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,mm,4-merous,NA,3,5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0385.txt,2025-10-03T01:14:44.490164,Acacia_uliginosa,Acacia uliginosa,automatic,shrub,NA,0.3,NA,0.6,NA,m,simple,globular to shortly obloid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,mm,4-merous,NA,1,5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0386.txt,2025-10-03T01:15:21.743976,Acacia_semitrullata,Acacia semitrullata,automatic,shrub,NA,NA,NA,NA,NA,NA,simple,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,mm,4-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0387.txt,2025-10-03T01:15:56.276845,Acacia_ingrata,Acacia ingrata,automatic,shrub,NA,NA,0.2,0.5,NA,m,racemes,globular,NA,1,2,NA,mm,NA,NA,NA,NA,NA,3,NA,7,NA,mm,5-merous,NA,3,7,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0388.txt,2025-10-03T01:16:31.980284,Acacia_plautella,Acacia plautella,automatic,shrub,NA,NA,0.7,1,NA,m,racemes,globular,NA,0.5,1,NA,mm,NA,NA,NA,NA,NA,NA,1,1,NA,cm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0389.txt,2025-10-03T01:17:08.328340,Acacia_andrewsii,Acacia andrewsii,automatic,shrub,NA,NA,NA,2,NA,m,heads,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,16,NA,mm,5-merous,NA,5,16,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11a_mimosaceae_acacia_1_2_treatment_0390.txt,2025-10-03T01:17:44.221373,Acacia_baxteri,Acacia baxteri,automatic,Shrub,NA,NA,0.3,0.6,NA,m,heads,globular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,10,15,mm,5-merous,NA,3,10,15,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
