"taxon","habit","root_system","inflorescence_type","inflorescence_shape","flower_merosity","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","stamen_count","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","height_mean","inflorescence_length_mean","inflorescence_width_mean","inflorescence_peduncle_length_mean","pedicel_length_mean","pedicel_width_mean","calyx_length_mean","calyx_lobe_length_mean","corolla_length_mean","corolla_lobe_length_mean","corolla_lobe_width_mean","filament_length_mean","Phylo_nitfix","NGS_acacia","flora_AUS_traits"
"Acacia_aristulata","Shrub",NA,"1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,0.05,0.55,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_improcera","shrub",NA,"rudimentary 1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",27.5,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_erinacea","shrub",NA,"rudimentary racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,0.05,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_ulicina","shrub",NA,"racemes","globular to shortly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,0.05,0.5,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_spinosissima","shrub",NA,"rudimentary 1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",85,0.05,0.325,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_rostellata","shrub",NA,"rudimentary 1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,0.1,0.35,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_jacksonioides","shrubs",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,0.05,0.4,0.45,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_brachyclada","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_sorophylla","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",25,NA,0.325,0.275,0.275,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_gregorii","shrub",NA,"simple or rudimentary 1-headed racemes","globular or obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,NA,0.75,1.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_idiomorpha","shrub",NA,"simple","globular to slightly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",60,0.65,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_crassistipula","shrub",NA,"simple","globular to slightly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",32.5,NA,0.55,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_crispula","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,0.175,0.425,1.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_shuttleworthii","Compact subshrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0.4,0.475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_delphina","Shrub",NA,"simple","obloid to short-cylindrical","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_truncata","Shrub",NA,"racemes","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",140,0.075,NA,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_trapezoidea","shrub",NA,"racemes","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.05,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_incrassata","Subshrub","spreading by subterranean runners","heads","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",22.5,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_chrysocephala","subshrub",NA,"heads","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",40,NA,NA,0.175,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_biflora","Shrub",NA,"heads","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,NA,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_robiniae","shrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",60,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_phlebopetala","Shrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",70,NA,NA,0.95,NA,NA,NA,NA,0.275,NA,NA,NA,1,0,1
"Acacia_phlebopetala_phlebopetala","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_phlebopetala_pubescens","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_divergens","shrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",230,NA,NA,0.675,0.675,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_mooreana","Shrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",31,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_forrestiana","shrub",NA,"heads","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",70,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_huegelii","shrub",NA,"simple","globular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,NA,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_imparilis","subshrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_hastulata","shrub",NA,"heads","globular","4-merous",NA,NA,NA,NA,"cupular",NA,NA,NA,NA,NA,NA,NA,"",115,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_horridula","Shrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",60,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_pycnocephala","shrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,0.225,NA,0.225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_inops","Scrambling shrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_uliginosa","shrub",NA,"simple","globular to shortly obloid","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_semitrullata","shrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_ingrata","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,0.15,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_plautella","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",85,0.075,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_andrewsii","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,1.05,1.05,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_baxteri","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,NA,NA,0.65,0.65,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_neorigida","Shrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ataxiphylla","Subshrub",NA,"simple","globular to slightly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ataxiphylla_ataxiphylla","subshrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",20,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ataxiphylla_magna","subshrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,0.8,0.8,0.55,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_incurva","subshrub",NA,"heads","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_laricina","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_laricina_laricina",NA,NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_laricina_crassifolia","mallee scrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_cedroides","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_simulans","shrub",NA,"simple","globular to slightly obloid","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_argutifolia","shrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_unifissilis","shrub",NA,"heads","globular or obloid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_costata","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_barbinervis","shrub",NA,"simple or rudimentary racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,0.05,NA,0.95,0.95,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_barbinervis_barbinervis",NA,NA,"Flower-heads",NA,NA,NA,NA,NA,NA,"dissected",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_barbinervis_borealis",NA,NA,"Flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_phaeocalyx","shrub",NA,"heads","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_dilatata","shrub",NA,"simple","globular to obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",70,NA,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_aemula","subshrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_aemula_aemula",NA,NA,"Flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_aemula_muricata",NA,NA,"Flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_volubilis","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_stenoptera","Subshrub",NA,"simple","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_tetragonocarpa","shrub",NA,"simple",NA,"4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",70,1.1,NA,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_cummingiana","subshrub",NA,"heads","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",40,NA,0.8,0.95,0.95,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_carens","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",60,NA,0.8,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_auronitens","subshrub",NA,"simple heads","globular","S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_quadrisulcata","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,"orange-brown",NA,NA,NA,NA,NA,"",70,NA,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_cavealis","shrub",NA,"simple heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,NA,0.425,0.95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_teretifolia","subshrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_acutata","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,0.05,NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_intricata","shrub",NA,"rudimentary binate racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",32.5,0.05,NA,0.225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_hystrix","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_hystrix_hystrix","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,NA,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_hystrix_continua","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_asepala","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_calcarata","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,0.05,NA,0.525,0.525,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_inamabilis","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",85,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_concolorans","subshrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",40,NA,NA,0.225,0.225,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pritzeliana","Shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,0.05,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_xerophila","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_xerophila_xerophila",NA,NA,"Heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_xerophila_brevior",NA,NA,"Heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_daviesioides","shrub",NA,"racemes","globular","5-merous, a few 4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,NA,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_cerastes","shrub",NA,"1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.05,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_erioclada","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,0.475,NA,0.475,0.475,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_sessilis","shrub",NA,"1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,0.05,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_sphacelata","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",85,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_sphacelata_sphacelata","Shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_sphacelata_recurva","Shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_sphacelata_verticillata","Shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,NA,NA,0.95,0.95,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_trigonophylla","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_dentifera","Shrub",NA,"heads","globular to obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_graniticola","shrub",NA,"racemes","globular to widely ellipsoid","S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,4,0.475,1.55,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_tuberculata","shrub",NA,"racemes","globular to obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,0.625,0.475,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_congesta","shrub",NA,"racemes","globular to obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,1.25,NA,1.25,1.25,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_congesta_congesta","Shrub",NA,"heads","globular or obloid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,1.25,1.25,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_congesta_cliftoniana","Shrub",NA,"heads","globular to shortly obloid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,NA,NA,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_congesta_wonganensis","Shrub",NA,"heads","obloid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_puncticulata","shrub",NA,"heads","globular to obloid","S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",115,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_aculeiformis","shrub",NA,"racemes","globular or slightly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,0.075,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_cuneifolia","Shrub",NA,"simple or rudimentary racemes",NA,"S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",225,1.25,0.4,1.25,1.25,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_rendlei","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,NA,NA,1.025,1.025,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_truculenta","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",145,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_semicircinalis","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_botrydion","shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",90,1.25,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_lullfitziorum","shrub",NA,"simple heads","globular to shortly obloid","4- or 5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,NA,0.375,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_nodiflora","shrub",NA,"simple","globular to shortly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",130,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_adinophylla","shrub",NA,"simple","globular to slightly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,0.55,1.05,1.05,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_kochii","shrub",NA,"spikes","obloid to shortly cylindrical","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,1.1,0.55,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_imitans","shrub",NA,"simple or sometimes a rudimentary 1-headed raceme","obloid to shortly cylindrical","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,0.7,0.45,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_diminuta","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",20,NA,0.2,0.325,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_deficiens","shrub",NA,"normally 1-headed rudimentary racemes","globular","S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,0.075,0.45,0.65,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_exocarpoides","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,0.1,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_gonophylla","Shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",70,0.3,0.475,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ericifolia","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,NA,0.375,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_leptospermoides","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",115,NA,0.45,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_leptospermoides_leptospermoides","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_leptospermoides_psammophila","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
